order_id,order_date,product_id,customer_id,quantity,discount_rate,unit_price,revenue,cogs,gross_margin
O000327,2024-03-10,P0064,C0059,6,0.101,216.6,1299.6,86.04,1213.56
O000328,2024-11-05,P0040,C0008,8,0.054,289.43,2315.44,1297.04,1018.4
O000329,2024-02-04,P0059,C0051,5,0.18,166.12,830.6,867.7,-37.1
O000330,2024-09-10,P0055,C0020,13,0.073,278.59,3621.67,1263.99,2357.68
O000331,2024-04-13,P0062,C0048,13,0.038,166.51,2164.63,776.75,1387.88
O000332,2024-06-12,P0004,C0032,10,0.113,15.8,158.0,639.3,-481.3
O000333,2024-05-01,P0060,C0022,8,0.044,303.02,2424.16,410.48,2013.68
O000334,2024-05-29,P0116,C0059,6,0.089,61.81,370.86,973.8,-602.94
O000335,2024-10-28,P0075,C0007,6,0.087,235.99,1415.94,741.66,674.28
O000336,2024-05-04,P0095,C0009,8,0.082,229.36,1834.88,1014.72,820.16
O000337,2024-08-25,P0107,C0045,7,0.143,220.7,1544.9,693.7,851.2
O000338,2024-07-18,P0096,C0001,8,0.039,77.68,621.44,596.16,25.28
O000339,2024-10-05,P0091,C0029,10,0.163,222.55,2225.5,960.8,1264.7
O000340,2025-01-28,P0030,C0008,9,0.142,144.4,1299.6,321.57,978.03
O000341,2024-11-03,P0107,C0056,7,0.06,242.08,1694.56,693.7,1000.86
O000342,2024-03-31,P0002,C0054,10,0.033,279.52,2795.2,189.3,2605.9
O000343,2024-01-14,P0062,C0004,9,0.05,164.44,1479.96,537.75,942.21
O000344,2024-04-20,P0049,C0035,6,0.06,98.52,591.12,478.74,112.38
O000345,2024-09-06,P0009,C0059,10,0.1,164.12,1641.2,285.7,1355.5
O000346,2024-01-22,P0092,C0003,7,0.008,123.86,867.02,328.72,538.3
O000347,2024-07-27,P0031,C0054,9,0.165,159.45,1435.05,1511.19,-76.14
O000348,2024-09-07,P0098,C0045,7,0.018,40.29,282.03,221.55,60.48
O000349,2024-05-20,P0061,C0040,8,0.05,54.84,438.72,748.24,-309.52
O000350,2024-11-19,P0120,C0007,9,0.02,228.29,2054.61,202.23,1852.38
O000351,2024-02-14,P0079,C0027,6,0.046,273.27,1639.62,427.56,1212.06
O000352,2024-02-01,P0048,C0001,9,0.151,233.62,2102.58,862.65,1239.93
O000353,2024-11-01,P0025,C0027,6,0.111,277.16,1662.96,471.54,1191.42
O000354,2024-07-27,P0036,C0016,10,0.041,21.5,215.0,400.9,-185.9
O000355,2024-10-16,P0008,C0038,12,0.157,53.99,647.88,1070.64,-422.76
O000356,2024-07-01,P0073,C0007,9,0.144,146.34,1317.06,1597.77,-280.71
O000357,2024-04-13,P0058,,7,0.136,38.57,269.99,1226.05,-956.06
O000358,2024-12-10,P0101,C0023,12,0.153,152.37,1828.44,2004.6,-176.16
O000359,2024-12-01,P0112,C0041,8,0.112,274.05,2192.4,935.12,1257.28
O000360,2024-10-18,P0045,C0059,11,0.09,132.5,1457.5,1635.7,-178.2
O000361,2024-04-24,P0062,C0011,9,0.067,161.49,1453.41,537.75,915.66
O000362,2024-09-04,P0039,C0042,10,0.04,289.77,2897.7,1468.8,1428.9
O000363,2024-05-31,P0096,C0053,8,0.1,72.75,582.0,596.16,-14.16
O000364,2024-02-08,P0058,C0033,8,0.16,37.5,300.0,1401.2,-1101.2
O000365,2025-01-20,P0116,C0050,13,0.107,60.59,787.67,2109.9,-1322.23
O000366,2024-02-27,P0081,C0036,4,0.166,108.04,432.16,467.88,-35.72
O000367,2025-02-03,P0099,C0037,7,0.064,28.79,201.53,466.62,-265.09
O000368,2024-07-06,P0101,C0041,10,0.125,157.4,1574.0,1670.5,-96.5
O000369,2024-03-18,P0083,C0059,9,0.117,168.99,1520.91,211.77,1309.14
O000370,2024-08-15,P0064,C0017,9,0.121,211.78,1906.02,129.06,1776.96
O000371,2025-01-01,P0044,C0035,8,0.116,263.56,2108.48,651.68,1456.8
O000372,2024-11-03,P0029,C0048,10,0.04,247.12,2471.2,578.4,1892.8
O000373,2024-12-04,P0059,C0005,12,0.026,197.31,2367.72,2082.48,285.24
O000374,2024-10-03,P0071,C0048,9,0.176,230.28,2072.52,296.28,1776.24
O000375,2024-10-17,P0092,C0032,8,0.008,123.86,990.88,375.68,615.2
O000376,2024-12-22,P0009,C0003,9,0.084,167.04,1503.36,257.13,1246.23
O000377,2024-04-14,P0092,C0052,16,0.077,115.25,1844.0,751.36,1092.64
O000378,2024-07-24,P0006,C0047,15,0.065,203.24,3048.6,1764.9,1283.7
O000379,2024-04-02,P0029,C0035,11,0.141,221.12,2432.32,636.24,1796.08
O000380,2025-02-18,P0058,C0052,7,0.134,38.66,270.62,1226.05,-955.43
O000381,2025-01-31,P0017,C0014,14,0.163,178.4,2497.6,173.18,2324.42
O000382,2024-01-17,P0016,C0048,5,0.071,225.45,1127.25,407.7,719.55
O000383,2024-10-23,P0087,C0031,5,0.102,91.96,459.8,75.05,384.75
O000384,2025-01-23,P0095,C0031,8,0.161,209.62,1676.96,1014.72,662.24
O000385,2024-03-16,P0003,C0017,11,0.179,164.17,1805.87,676.39,1129.48
O000386,2024-08-26,P0021,C0060,14,0.174,35.99,503.86,868.98,-365.12
O000387,2025-01-19,P0064,C0024,7,0.129,209.85,1468.95,100.38,1368.57
O000388,2024-01-15,P0090,C0052,11,0.026,25.7,282.7,119.35,163.35
O000389,2024-10-19,P0036,C0023,6,0.004,22.33,133.98,240.54,-106.56
O000390,2024-05-04,P0106,C0018,12,0.149,96.59,1159.08,1241.88,-82.8
O000391,2025-01-23,P0101,C0050,7,0.151,152.73,1069.11,1169.35,-100.24
O000392,2025-02-11,P0117,C0054,9,0.134,54.31,488.79,1445.22,-956.43
O000393,2025-01-31,P0086,C0014,5,0.05,171.48,857.4,200.4,657.0
O000394,2024-07-18,P0062,C0050,9,0.115,153.18,1378.62,537.75,840.87
O000395,2024-12-28,P0042,C0015,10,0.057,120.61,1206.1,269.3,936.8
O000396,2024-12-20,P0076,C0015,12,0.081,195.97,2351.64,1668.0,683.64
O000397,2024-05-14,P0042,C0006,9,0.069,119.07,1071.63,242.37,829.26
O000398,2024-12-14,P0061,,9,0.164,48.26,434.34,841.77,-407.43
O000399,2024-01-16,P0013,C0015,10,0.042,222.46,2224.6,1406.1,818.5
O000400,2024-09-07,P0011,C0050,14,0.104,191.61,2682.54,1944.04,738.5
O000401,2024-04-06,P0054,C0036,11,0.065,172.81,1900.91,699.49,1201.42
O000402,2024-02-20,P0016,C0055,10,0.119,213.8,2138.0,815.4,1322.6
O000403,2024-02-02,P0008,C0008,9,0.102,57.52,517.68,802.98,-285.3
O000404,2024-10-19,P0104,C0015,8,0.166,260.73,2085.84,972.16,1113.68
O000405,2024-05-22,P0059,C0003,13,0.018,198.93,2586.09,2256.02,330.07
O000406,2024-10-31,P0057,C0047,3,0.04,181.32,543.96,211.62,332.34
O000407,2024-01-28,P0040,C0013,7,0.138,263.73,1846.11,1134.91,711.2
O000408,2024-05-12,P0109,C0041,7,0.066,139.06,973.42,168.07,805.35
O000409,2024-08-14,P0059,C0034,7,0.03,196.5,1375.5,1214.78,160.72
O000410,2024-11-28,P0002,C0024,14,0.091,262.76,3678.64,265.02,3413.62
O000411,2024-05-13,P0094,C0040,7,0.117,153.89,1077.23,265.93,811.3
O000412,2024-09-19,P0094,C0032,7,0.008,172.89,1210.23,265.93,944.3
O000413,2025-01-07,P0076,C0032,10,0.052,202.15,2021.5,1390.0,631.5
O000414,2024-09-15,P0010,C0030,9,0.146,193.03,1737.27,1176.12,561.15
O000415,2024-04-07,P0044,C0052,15,0.094,270.11,4051.65,1221.9,2829.75
O000416,2024-01-11,P0011,C0049,7,0.006,212.57,1487.99,972.02,515.97
O000417,2024-12-31,P0079,C0013,5,0.051,271.84,1359.2,356.3,1002.9
O000418,2024-01-09,P0080,C0001,10,0.115,104.51,1045.1,1167.6,-122.5
O000419,2025-01-02,P0081,C0034,8,0.036,124.89,999.12,935.76,63.36
O000420,2024-08-10,P0090,C0015,9,0.149,22.46,202.14,97.65,104.49
O000421,2025-01-29,P0002,C0044,9,0.122,253.79,2284.11,170.37,2113.74
O000422,2024-12-01,P0050,C0014,11,0.085,121.19,1333.09,508.2,824.89
O000423,2025-02-23,P0012,C0057,7,0.165,69.64,487.48,731.78,-244.3
O000424,2024-05-27,P0115,C0029,5,0.071,129.81,649.05,664.3,-15.25
O000425,2024-11-18,P0090,C0034,11,0.042,25.28,278.08,119.35,158.73
O000426,2024-06-17,P0023,C0018,11,0.119,84.48,929.28,1805.1,-875.82
O000427,2024-07-20,P0018,C0054,6,0.103,245.79,1474.74,159.36,1315.38
O000428,2024-09-20,P0062,C0007,8,0.06,162.7,1301.6,478.0,823.6
O000429,2025-01-01,P0096,C0029,9,0.062,75.82,682.38,670.68,11.7
O000430,2025-02-17,P0113,C0055,5,0.072,250.53,1252.65,331.55,921.1
O000431,2024-11-18,P0062,C0031,8,0.052,164.09,1312.72,478.0,834.72
O000432,2024-06-24,P0038,C0025,13,0.128,60.19,782.47,1310.01,-527.54
O000433,2024-06-25,P0111,C0038,9,0.117,20.07,180.63,1465.83,-1285.2
O000434,2024-11-05,P0067,C0014,7,0.079,114.79,803.53,117.95,685.58
O000435,2024-04-10,P0038,C0008,6,0.072,64.05,384.3,604.62,-220.32
O000436,2024-02-16,P0067,C0027,9,0.066,116.41,1047.69,151.65,896.04
O000437,2024-05-28,P0094,C0054,10,0.051,165.39,1653.9,379.9,1274.0
O000438,2024-04-30,P0061,C0002,5,0.015,56.86,284.3,467.65,-183.35
O000439,2024-05-04,P0001,C0017,10,0.048,61.21,612.1,649.1,-37.0
O000440,2024-04-08,P0094,C0037,7,0.058,164.17,1149.19,265.93,883.26
O000441,2024-01-18,P0045,C0014,12,0.099,131.19,1574.28,1784.4,-210.12
O000442,2024-01-08,P0096,C0025,10,0.139,69.59,695.9,745.2,-49.3
O000443,2025-02-18,P0028,C0056,9,0.071,192.77,1734.93,191.16,1543.77
O000444,2024-06-28,P0021,C0030,9,0.17,36.16,325.44,558.63,-233.19
O000445,2024-06-10,P0110,C0029,8,0.149,33.13,265.04,1298.56,-1033.52
O000446,2024-10-12,P0013,C0020,8,0.177,191.11,1528.88,1124.88,404.0
O000447,2024-04-01,P0027,C0021,8,0.158,241.71,1933.68,378.8,1554.88
O000448,2025-02-02,P0100,C0053,8,0.111,157.41,1259.28,220.16,1039.12
O000449,2024-11-26,P0007,C0022,13,0.108,14.75,191.75,2087.8,-1896.05
O000450,2024-02-07,P0022,C0035,12,0.023,124.23,1490.76,1145.64,345.12
O000451,2024-06-24,P0074,C0037,-1,0.13,146.13,1169.04,397.04,772.0
O000452,2025-01-04,P0103,C0016,5,0.108,210.92,1054.6,261.85,792.75
O000453,2025-01-31,P0053,C0050,15,0.091,60.63,909.45,2552.7,-1643.25
O000454,2024-07-15,P0079,C0058,11,0.125,250.64,2757.04,783.86,1973.18
O000455,2024-09-14,P0079,C0049,12,0.08,263.53,3162.36,855.12,2307.24
O000456,2024-03-11,P0004,C0043,6,0.094,16.14,96.84,383.58,-286.74
O000457,2025-02-20,P0096,C0017,14,0.072,75.01,1050.14,1043.28,6.86
O000458,2024-04-07,P0023,C0016,9,0.129,83.52,751.68,1476.9,-725.22
O000459,2025-01-30,P0119,C0058,6,0.158,153.67,922.02,710.58,211.44
O000460,2024-09-29,P0070,C0055,8,0.151,222.51,1780.08,393.6,1386.48
O000461,2024-09-12,P0088,C0002,9,0.141,167.68,1509.12,986.67,522.45
O000462,2024-08-03,P0084,C0004,11,0.002,25.91,285.01,1668.37,-1383.36
O000463,2024-04-06,P0101,C0021,6,0.164,150.39,902.34,1002.3,-99.96
O000464,2024-03-15,P0084,C0039,6,0.049,24.69,148.14,910.02,-761.88
O000465,2024-04-02,P0076,C0034,5,0.16,179.12,895.6,695.0,200.6
O000466,2024-03-19,P0033,C0030,6,0.035,71.94,431.64,701.7,-270.06
O000467,2024-11-23,P0028,C0006,13,0.079,191.11,2484.43,276.12,2208.31
O000468,2024-05-27,P0008,C0017,3,0.135,55.4,166.2,267.66,-101.46
O000469,2024-01-25,P0001,C0039,8,0.115,56.91,455.28,519.28,-64.0
O000470,2025-02-11,P0037,C0025,10,0.075,195.98,1959.8,1615.2,344.6
O000471,2025-01-06,P0063,C0005,10,0.122,248.12,2481.2,569.9,1911.3
O000472,2025-01-24,P0022,C0005,8,0.099,114.56,916.48,763.76,152.72
O000473,2025-02-21,P0070,C0020,11,0.05,248.98,2738.78,541.2,2197.58
O000474,2024-03-14,P0021,C0016,9,0.116,38.52,346.68,558.63,-211.95
O000475,2024-06-15,P0096,C0051,11,0.037,77.84,856.24,819.72,36.52
O000476,2024-11-14,P0035,C0041,11,0.125,88.06,968.66,1608.53,-639.87
O000477,2024-10-19,P0079,C0037,4,0.001,286.16,1144.64,285.04,859.6
O000478,2024-03-05,P0005,C0040,5,0.099,41.4,207.0,667.45,-460.45
O000479,2024-12-08,P0060,C0009,8,0.072,294.15,2353.2,410.48,1942.72
O000480,2024-04-04,P0120,C0005,8,0.055,220.14,1761.12,179.76,1581.36
O000481,2024-04-04,P0046,C0042,9,0.093,281.02,2529.18,1404.45,1124.73
O000482,2024-08-13,P0050,C0057,5,0.116,117.09,585.45,231.0,354.45
O000483,2024-09-06,P0048,C0002,10,0.174,227.29,2272.9,958.5,1314.4
O000484,2024-08-31,P0006,C0009,14,0.15,184.76,2586.64,1647.24,939.4
O000485,2024-02-08,P0089,C0043,9,0.129,21.17,190.53,1120.86,-930.33
O000486,2025-01-03,P0056,C0036,10,0.086,207.74,2077.4,1289.2,788.2
O000487,2024-04-21,P0110,C0022,11,0.071,36.17,397.87,1785.52,-1387.65
O000488,2024-02-24,P0059,C0022,6,0.006,201.36,1208.16,1041.24,166.92
O000489,2025-01-08,P0120,C0022,7,0.065,217.81,1524.67,157.29,1367.38
O000490,2025-02-05,P0104,C0034,6,0.153,264.8,1588.8,729.12,859.68
O000491,2024-12-28,P0029,C0055,11,0.069,239.66,2636.26,636.24,2000.02
O000492,2024-12-05,P0071,C0029,8,0.083,256.26,2050.08,263.36,1786.72
O000493,2024-10-02,P0104,C0038,10,0.049,297.31,2973.1,1215.2,1757.9
O000494,2024-08-19,P0077,C0059,12,0.049,217.87,2614.44,586.44,2028.0
O000495,2024-02-06,P0102,C0046,8,0.011,207.12,1656.96,1271.2,385.76
O000496,2024-06-20,P0018,C0033,9,0.11,243.87,2194.83,239.04,1955.79
O000497,2024-06-05,P0002,C0018,10,0.081,265.65,2656.5,189.3,2467.2
O000498,2024-04-19,P0008,C0007,10,0.109,57.07,570.7,892.2,-321.5
O000499,2024-10-30,P0075,C0001,6,0.098,233.15,1398.9,741.66,657.24
O000500,2024-07-27,P0097,C0033,11,0.144,175.46,1930.06,1860.32,69.74
O000501,2024-02-04,P0054,C0001,9,0.135,159.87,1438.83,572.31,866.52
O000502,2024-04-02,P0038,C0024,12,0.139,59.43,713.16,1209.24,-496.08
O000503,2024-10-13,P0048,C0004,9,0.09,250.4,2253.6,862.65,1390.95
O000504,2024-02-01,P0027,C0004,6,0.064,268.7,1612.2,284.1,1328.1
O000505,2024-12-23,P0020,C0018,10,0.168,156.69,1566.9,1174.6,392.3
O000506,2024-07-26,P0012,C0027,10,0.01,82.57,825.7,1045.4,-219.7
O000507,2024-07-20,P0043,C0043,10,0.027,19.18,191.8,472.0,-280.2
O000508,2024-09-05,P0061,C0059,6,0.076,53.34,320.04,561.18,-241.14
O000509,2024-12-12,P0031,C0032,11,0.111,169.76,1867.36,1847.01,20.35
O000510,2024-05-26,P0091,C0033,11,0.001,265.62,2921.82,1056.88,1864.94
O000511,2024-10-11,P0096,C0028,10,0.129,70.4,704.0,745.2,-41.2
O000512,2024-08-25,P0061,C0042,9,0.101,51.9,467.1,841.77,-374.67
O000513,2024-04-22,P0074,C0041,9,0.087,153.35,1380.15,446.67,933.48
O000514,2025-01-04,P0067,C0055,11,0.076,115.17,1266.87,185.35,1081.52
O000515,2024-11-30,P0109,C0036,11,0.094,134.89,1483.79,264.11,1219.68
O000516,2024-10-03,P0091,C0060,4,0.029,258.18,1032.72,384.32,648.4
O000517,2024-12-23,P0035,C0006,15,0.02,98.63,1479.45,2193.45,-714.0
O000518,2024-12-30,P0095,C0016,12,0.052,236.86,2842.32,1522.08,1320.24
O000519,2024-10-24,P0015,C0034,9,0.128,99.63,896.67,881.19,15.48
O000520,2024-12-17,P0016,C0023,9,0.106,216.96,1952.64,733.86,1218.78
O000521,2024-10-19,P0013,C0050,9,0.086,212.24,1910.16,1265.49,644.67
O000522,2024-10-12,P0113,C0042,10,0.103,242.16,2421.6,663.1,1758.5
O000523,2024-09-16,P0035,C0024,13,0.101,90.48,1176.24,1900.99,-724.75
O000524,2024-11-12,P0116,C0056,14,0.055,64.12,897.68,2272.2,-1374.52
O000525,2024-03-07,P0075,C0049,12,0.018,253.83,3045.96,1483.32,1562.64
O000526,2025-01-04,P0059,C0013,8,0.161,169.96,1359.68,1388.32,-28.64
O000527,2025-01-01,P0021,C0056,8,0.108,38.86,310.88,496.56,-185.68
O000528,2024-01-13,P0115,C0018,6,0.126,122.12,732.72,797.16,-64.44
O000529,2024-12-12,P0054,C0054,7,0.084,169.3,1185.1,445.13,739.97
O000530,2024-02-24,P0075,C0013,4,0.136,223.33,893.32,494.44,398.88
O000531,2024-05-20,P0030,C0049,10,0.105,150.63,1506.3,357.3,1149.0
O000532,2024-11-08,P0048,C0037,14,0.01,272.42,3813.88,1341.9,2471.98
O000533,2024-03-08,P0117,C0043,8,0.16,52.68,421.44,1284.64,-863.2
O000534,2024-12-09,P0035,C0039,8,0.055,95.1,760.8,1169.84,-409.04
O000535,2024-12-15,P0086,C0042,12,0.025,176.0,2112.0,480.96,1631.04
O000536,2024-08-01,P0038,C0017,7,0.016,67.92,475.44,705.39,-229.95
O000537,2024-01-03,P0031,C0015,10,0.13,166.14,1661.4,1679.1,-17.7
O000538,2024-04-30,P0078,C0018,14,0.127,224.99,3149.86,1865.5,1284.36
O000539,2024-09-16,P0024,C0023,12,0.126,78.15,937.8,610.56,327.24
O000540,2025-02-16,P0114,C0054,12,0.165,189.77,2277.24,816.72,1460.52
O000541,2024-09-22,P0049,C0051,9,0.063,98.21,883.89,718.11,165.78
O000542,2024-04-19,P0096,C0030,13,0.101,72.67,944.71,968.76,-24.05
O000543,2024-09-23,P0100,C0058,13,0.112,157.23,2043.99,357.76,1686.23
O000544,2024-08-14,P0032,C0034,16,0.176,136.14,2178.24,2352.0,-173.76
O000545,2024-11-23,P0055,C0058,5,0.056,283.7,1418.5,486.15,932.35
O000546,2024-02-14,P0079,C0004,7,0.172,237.18,1660.26,498.82,1161.44
O000547,2024-11-15,P0107,C0003,6,0.027,250.58,1503.48,594.6,908.88
O000548,2024-08-15,P0058,C0007,9,0.138,38.48,346.32,1576.35,-1230.03
O000549,2025-02-08,P0099,C0056,11,0.114,27.25,299.75,733.26,-433.51
O000550,2024-05-23,P0003,C0018,8,0.147,170.57,1364.56,491.92,872.64
O000551,2024-09-22,P0080,C0042,8,0.005,117.5,940.0,934.08,5.92
O000552,2025-01-26,P0069,C0007,4,0.014,258.19,1032.76,656.88,375.88
O000553,2024-02-13,P0085,C0040,11,0.013,154.97,1704.67,694.87,1009.8
O000554,2025-01-28,P0010,C0006,10,0.107,201.84,2018.4,1306.8,711.6
O000555,2024-10-15,P0083,C0022,9,0.109,170.52,1534.68,211.77,1322.91
O000556,2024-01-29,P0025,C0058,10,0.163,260.95,2609.5,785.9,1823.6
O000557,2024-05-06,P0068,C0001,8,0.084,95.77,766.16,447.44,318.72
O000558,2024-10-24,P0061,C0004,8,0.012,57.04,456.32,748.24,-291.92
O000559,2024-01-29,P0029,C0046,11,0.038,247.64,2724.04,636.24,2087.8
O000560,2024-09-01,P0019,C0049,7,0.001,215.35,1507.45,93.87,1413.58
O000561,2024-05-25,P0043,C0052,7,0.14,16.95,118.65,330.4,-211.75
O000562,2024-09-17,P0066,C0050,9,0.147,195.56,1760.04,850.14,909.9
O000563,2024-01-20,P0074,C0043,12,0.18,137.73,1652.76,595.56,1057.2
O000564,2025-01-01,P0061,C0029,9,0.074,53.46,481.14,841.77,-360.63
O000565,2025-02-12,P0043,C0021,12,0.003,19.65,235.8,566.4,-330.6
O000566,2025-02-10,P0025,C0026,9,0.042,298.68,2688.12,707.31,1980.81
O000567,2024-11-10,P0020,C0014,11,0.106,168.37,1852.07,1292.06,560.01
O000568,2024-02-24,P0048,C0009,7,0.173,227.57,1592.99,670.95,922.04
O000569,2024-11-14,P0083,C0059,9,0.019,187.74,1689.66,211.77,1477.89
O000570,2024-01-11,P0087,C0047,8,0.022,100.15,801.2,120.08,681.12
O000571,2024-01-10,P0024,C0012,8,0.126,78.15,625.2,407.04,218.16
O000572,2024-05-15,P0011,C0042,4,0.12,188.19,752.76,555.44,197.32
O000573,2024-07-24,P0110,C0051,-1,0.045,37.18,446.16,1947.84,-1501.68
O000574,2024-11-19,P0098,C0056,8,0.146,35.04,280.32,253.2,27.12
O000575,2024-10-13,P0055,C0051,7,0.023,293.62,2055.34,680.61,1374.73
O000576,2024-07-06,P0028,C0006,12,0.167,172.85,2074.2,254.88,1819.32
O000577,2024-04-24,P0069,C0020,3,0.036,252.43,757.29,492.66,264.63
O000578,2025-02-22,P0063,C0024,8,0.015,278.36,2226.88,455.92,1770.96
O000579,2024-06-27,P0059,C0027,10,0.061,190.22,1902.2,1735.4,166.8
O000580,2024-07-08,P0005,C0038,9,0.034,44.39,399.51,1201.41,-801.9
O000581,2024-03-09,P0051,C0008,13,0.095,248.51,3230.63,372.06,2858.57
O000582,2024-11-29,P0021,C0001,7,0.124,38.17,267.19,434.49,-167.3
O000583,2024-10-18,P0012,C0054,14,0.088,76.06,1064.84,1463.56,-398.72
O000584,2024-04-02,P0050,,12,0.119,116.69,1400.28,554.4,845.88
O000585,2024-02-04,P0004,C0049,13,0.066,16.63,216.19,831.09,-614.9
O000586,2024-10-12,P0118,C0024,5,0.005,90.86,454.3,710.7,-256.4
O000587,2024-10-01,P0113,C0047,15,0.175,222.73,3340.95,994.65,2346.3
O000588,2024-04-24,P0042,C0007,5,0.147,109.1,545.5,134.65,410.85
O000589,2025-02-03,P0084,C0019,13,0.013,25.62,333.06,1971.71,-1638.65
O000590,2024-03-04,P0038,C0022,6,0.081,63.43,380.58,604.62,-224.04
O000591,2024-06-30,P0025,C0057,7,0.114,276.23,1933.61,550.13,1383.48
O000592,2025-01-31,P0014,C0055,13,0.034,84.39,1097.07,1208.09,-111.02
O000593,2024-06-25,P0075,C0060,10,0.104,231.6,2316.0,1236.1,1079.9
O000594,2024-09-25,P0032,C0035,11,0.096,149.36,1642.96,1617.0,25.96
O000595,2024-06-15,P0011,C0030,10,0.037,205.94,2059.4,1388.6,670.8
O000596,2024-04-25,P0061,C0029,9,0.025,56.29,506.61,841.77,-335.16
O000597,2025-02-17,P0018,C0022,12,0.137,236.47,2837.64,318.72,2518.92
O000598,2024-06-20,P0027,C0011,8,0.058,270.42,2163.36,378.8,1784.56
O000599,2025-01-10,P0055,C0020,11,0.044,287.31,3160.41,1069.53,2090.88
O000600,2024-04-06,P0054,C0029,8,0.133,160.24,1281.92,508.72,773.2
O000601,2024-03-30,P0082,C0051,17,0.132,37.9,644.3,1702.55,-1058.25
O000602,2024-01-14,P0120,C0041,8,0.05,221.3,1770.4,179.76,1590.64
O000603,2024-09-30,P0087,C0042,13,0.157,86.32,1122.16,195.13,927.03
O000604,2024-06-03,P0075,C0034,6,0.124,226.43,1358.58,741.66,616.92
O000605,2024-12-29,P0021,C0001,8,0.062,40.87,326.96,496.56,-169.6
O000606,2024-07-17,P0044,C0031,12,0.077,275.18,3302.16,977.52,2324.64
O000607,2025-02-10,P0005,C0030,9,0.131,39.93,359.37,1201.41,-842.04
O000608,2024-03-18,P0087,C0048,12,0.038,98.51,1182.12,180.12,1002.0
O000609,2024-12-30,P0041,C0018,7,0.084,269.33,1885.31,438.9,1446.41
O000610,2024-11-22,P0059,C0055,10,0.118,178.68,1786.8,1735.4,51.4
O000611,2024-11-19,P0089,C0058,8,0.097,21.94,175.52,996.32,-820.8
O000612,2024-12-20,P0105,C0017,6,0.109,153.67,922.02,891.36,30.66
O000613,2024-11-15,P0054,C0038,9,0.098,166.71,1500.39,572.31,928.08
O000614,2024-09-20,P0074,C0014,5,0.036,161.91,809.55,248.15,561.4
O000615,2024-02-25,P0022,C0023,5,0.074,117.74,588.7,477.35,111.35
O000616,2024-01-14,P0083,C0025,5,0.096,173.01,865.05,117.65,747.4
O000617,2025-01-21,P0065,C0015,13,0.14,195.73,2544.49,1467.05,1077.44
O000618,2024-09-15,P0064,C0046,7,0.118,212.5,1487.5,100.38,1387.12
O000619,2024-11-30,P0071,C0056,10,0.077,257.94,2579.4,329.2,2250.2
O000620,2024-07-21,P0004,C0022,9,0.175,14.69,132.21,575.37,-443.16
O000621,2024-02-19,P0065,C0003,5,0.019,223.27,1116.35,564.25,552.1
O000622,2024-02-22,P0015,C0056,11,0.037,110.02,1210.22,1077.01,133.21
O000623,2024-10-14,P0104,C0055,14,0.061,293.56,4109.84,1701.28,2408.56
O000624,2024-06-29,P0076,C0019,8,0.041,204.5,1636.0,1112.0,524.0
O000625,2024-03-25,P0022,C0057,7,0.113,112.78,789.46,668.29,121.17
O000626,2024-07-25,P0086,C0044,12,0.007,179.25,2151.0,480.96,1670.04
O000627,2024-01-27,P0114,C0034,7,0.032,220.0,1540.0,476.42,1063.58
O000628,2024-09-01,P0047,C0035,9,0.053,292.53,2632.77,82.8,2549.97
O000629,2024-04-22,P0081,C0050,7,0.123,113.62,795.34,818.79,-23.45
O000630,2024-11-30,P0093,C0001,14,0.158,45.26,633.64,1665.58,-1031.94
O000631,2024-05-10,P0046,C0052,8,0.144,265.21,2121.68,1248.4,873.28
O000632,2024-07-10,P0014,C0021,6,0.033,84.48,506.88,557.58,-50.7
O000633,2024-01-05,P0050,C0029,9,0.102,118.94,1070.46,415.8,654.66
O000634,2024-01-31,P0020,C0006,6,0.005,187.39,1124.34,704.76,419.58
O000635,2024-06-13,P0050,C0037,13,0.056,125.03,1625.39,600.6,1024.79
O000636,2024-07-20,P0112,C0001,12,0.145,263.86,3166.32,1402.68,1763.64
O000637,2024-09-09,P0033,C0051,12,0.082,68.44,821.28,1403.4,-582.12
O000638,2024-05-02,P0119,C0001,9,0.027,177.58,1598.22,1065.87,532.35
O000639,2024-10-18,P0059,C0027,6,0.079,186.58,1119.48,1041.24,78.24
O000640,2024-12-27,P0043,C0021,10,0.036,19.0,190.0,472.0,-282.0
O000641,2024-11-23,P0079,C0053,13,0.071,266.11,3459.43,926.38,2533.05
O000642,2024-01-17,P0012,C0016,15,0.088,76.06,1140.9,1568.1,-427.2
O000643,2024-07-20,P0040,C0044,5,0.063,286.68,1433.4,810.65,622.75
O000644,2024-02-14,P0118,C0059,7,0.169,75.89,531.23,994.98,-463.75
O000645,2024-04-11,P0020,C0054,12,0.101,169.31,2031.72,1409.52,622.2
O000646,2025-02-18,P0094,C0040,10,0.152,147.79,1477.9,379.9,1098.0
O000647,2024-02-29,P0038,C0026,11,0.137,59.56,655.16,1108.47,-453.31
O000648,2024-07-28,P0003,C0016,6,0.119,176.16,1056.96,368.94,688.02
O000649,2024-09-16,P0028,C0028,5,0.089,189.03,945.15,106.2,838.95
O000650,2024-10-22,P0056,C0001,6,0.0,227.29,1363.74,773.52,590.22
O000651,2024-08-23,P0090,C0036,9,0.11,23.49,211.41,97.65,113.76
O000652,2024-01-05,P0094,C0010,13,0.064,163.13,2120.69,493.87,1626.82
O000653,2024-05-17,P0013,C0043,7,0.021,227.33,1591.31,984.27,607.04
