snapshot_date,product_id,on_hand_qty,reorder_point,warehouse,stockout_risk
2024-01-23,P0051,74,56,WH-B,0
2024-05-03,P0031,56,31,WH-C,0
2024-07-12,P0094,59,66,WH-B,1
2024-04-21,P0119,59,42,WH-C,0
2024-01-21,P0027,69,36,WH-C,0
2024-02-06,P0100,59,35,WH-C,0
2024-12-02,P0110,61,36,WH-B,0
2025-01-17,P0031,56,34,WH-A,0
2024-03-04,P0117,70,45,WH-A,0
2024-04-14,P0106,63,64,WH-B,1
2024-09-30,P0070,52,21,WH-C,0
2025-02-04,P0043,67,36,WH-A,0
2024-05-05,P0109,74,20,WH-B,0
2024-12-25,P0120,55,49,WH-A,0
2024-07-31,P0082,81,51,WH-B,0
2025-02-05,P0052,70,49,WH-C,0
2024-02-27,P0014,62,61,WH-A,0
2025-02-12,P0059,73,23,WH-B,0
2024-07-04,P0020,70,61,WH-B,0
2025-02-04,P0118,65,63,WH-A,0
2024-07-11,P0052,66,51,WH-B,0
2024-08-10,P0075,50,79,WH-A,1
2024-12-04,P0117,71,54,WH-B,0
2024-10-30,P0101,65,20,WH-A,0
2024-09-17,P0040,56,38,WH-C,0
2024-06-24,P0068,55,52,WH-A,0
2024-11-28,P0044,67,38,WH-B,0
2025-02-02,P0006,51,55,WH-C,1
2024-01-05,P0087,67,46,WH-C,0
2024-09-03,P0120,59,32,WH-A,0
2024-12-29,P0057,59,46,WH-A,0
2024-10-01,P0058,80,65,WH-A,0
2024-12-02,P0072,59,33,WH-C,0
2025-01-10,P0030,69,43,WH-C,0
2024-11-11,P0100,66,54,WH-A,0
2024-10-28,P0052,76,38,WH-B,0
2025-02-09,P0106,68,44,WH-C,0
2024-12-28,P0011,56,30,WH-A,0
2024-12-08,P0047,59,28,WH-B,0
2024-02-06,P0005,65,25,WH-A,0
2024-04-10,P0003,67,77,WH-C,1
2024-08-21,P0015,49,55,WH-C,1
2024-10-25,P0002,78,77,WH-A,0
2024-05-07,P0002,53,56,WH-B,1
2024-02-09,P0072,60,48,WH-C,0
2024-05-10,P0054,59,28,WH-A,0
2024-11-19,P0046,73,52,WH-A,0
2025-01-03,P0094,60,42,WH-B,0
2025-01-18,P0041,73,34,WH-B,0
2024-06-08,P0069,84,30,WH-C,0
2024-06-05,P0030,63,42,WH-B,0
2024-06-19,P0044,62,45,WH-B,0
2024-06-06,P0010,67,20,WH-C,0
2024-10-06,P0097,56,49,WH-A,0
2024-05-30,P0088,63,36,WH-C,0
2024-01-09,P0083,70,66,WH-C,0
2024-07-03,P0030,48,65,WH-B,1
2024-04-04,P0089,75,60,WH-B,0
2024-01-13,P0075,75,42,WH-A,0
2024-07-16,P0049,68,55,WH-B,0
2024-03-27,P0035,62,60,WH-A,0
2024-07-09,P0065,70,79,WH-A,1
2024-04-26,P0017,86,24,WH-A,0
2024-09-10,P0031,72,54,WH-C,0
2025-02-20,P0070,72,69,WH-B,0
2024-08-17,P0077,67,28,WH-B,0
2024-09-28,P0052,70,23,WH-A,0
2025-01-21,P0026,80,26,WH-B,0
2024-06-06,P0100,50,20,WH-A,0
2024-03-10,P0005,69,35,WH-B,0
2024-04-28,P0111,72,76,WH-C,1
2024-06-18,P0014,78,79,WH-B,1
2024-09-27,P0051,62,44,WH-A,0
2024-01-02,P0015,72,77,WH-C,1
2024-12-24,P0012,68,25,WH-B,0
2024-02-01,P0114,73,57,WH-C,0
2025-01-13,P0046,58,33,WH-A,0
2025-02-02,P0106,54,73,WH-A,1
2025-02-19,P0064,57,56,WH-B,0
2024-12-05,P0072,75,30,WH-A,0
2024-02-29,P0059,75,20,WH-B,0
2024-10-23,P0119,78,71,WH-A,0
2024-03-26,P0095,68,61,WH-A,0
2025-01-11,P0026,62,20,WH-A,0
2024-05-12,P0029,67,72,WH-B,1
2024-05-17,P0004,75,55,WH-B,0
2025-01-20,P0050,59,27,WH-B,0
2024-01-06,P0092,66,51,WH-B,0
2024-03-22,P0025,57,52,WH-A,0
2024-06-26,P0040,50,27,WH-C,0
2024-10-21,P0032,53,33,WH-B,0
2024-09-28,P0100,59,43,WH-A,0
2024-10-08,P0075,68,68,WH-A,0
2025-01-04,P0037,66,60,WH-B,0
2024-02-20,P0010,75,48,WH-B,0
2024-08-07,P0038,68,44,WH-A,0
2024-10-31,P0061,67,25,WH-B,0
2024-09-24,P0100,55,20,WH-B,0
2024-07-07,P0114,60,74,WH-C,1
2024-01-08,P0117,48,42,WH-C,0
2024-01-26,P0027,78,60,WH-B,0
2024-02-19,P0081,81,52,WH-C,0
2024-05-24,P0007,67,33,WH-C,0
2024-02-19,P0073,80,75,WH-B,0
2024-06-27,P0099,49,47,WH-A,0
2024-03-16,P0118,52,48,WH-A,0
2024-11-23,P0009,57,62,WH-A,1
2025-01-01,P0059,67,59,WH-A,0
2024-06-12,P0036,64,42,WH-C,0
2024-08-02,P0118,68,63,WH-C,0
2025-02-04,P0030,53,57,WH-B,1
2024-08-12,P0095,68,68,WH-B,0
2025-02-21,P0019,66,62,WH-A,0
2024-02-29,P0041,48,29,WH-A,0
2024-12-28,P0055,65,46,WH-B,0
2024-07-27,P0087,69,27,WH-B,0
2024-01-10,P0084,58,63,WH-A,1
2025-02-12,P0006,64,72,WH-C,1
2025-02-09,P0107,69,23,WH-C,0
2024-06-09,P0088,56,40,WH-C,0
2025-02-04,P0111,63,40,WH-C,0
2024-02-29,P0022,85,49,WH-C,0
2024-10-12,P0070,57,32,WH-B,0
2024-03-21,P0116,65,77,WH-B,1
2024-04-13,P0024,70,22,WH-A,0
2024-11-23,P0062,62,39,WH-B,0
2024-06-07,P0042,64,55,WH-B,0
2024-01-03,P0120,57,59,WH-B,1
2024-06-22,P0022,58,24,WH-B,0
2024-04-05,P0082,57,41,WH-A,0
2024-10-13,P0016,70,77,WH-B,1
2024-03-22,P0100,64,21,WH-B,0
2024-12-19,P0116,59,44,WH-A,0
2024-04-22,P0013,57,59,WH-B,1
2024-06-14,P0120,60,43,WH-A,0
2024-05-05,P0037,58,77,WH-C,1
2024-09-27,P0052,74,24,WH-C,0
2024-02-12,P0024,62,35,WH-B,0
2024-07-19,P0083,55,72,WH-B,1
2024-05-20,P0114,66,34,WH-B,0
2025-01-06,P0084,75,70,WH-B,0
2024-01-31,P0091,59,32,WH-C,0
2024-12-14,P0017,55,30,WH-C,0
2024-03-11,P0016,67,35,WH-B,0
2024-02-07,P0001,66,37,WH-A,0
2024-03-25,P0085,72,44,WH-A,0
2024-02-13,P0091,60,66,WH-C,1
2024-08-06,P0001,65,57,WH-A,0
2025-02-19,P0030,58,59,WH-B,1
2024-01-15,P0084,63,23,WH-B,0
2024-07-12,P0024,59,72,WH-B,1
2024-06-11,P0046,62,77,WH-B,1
2024-05-22,P0120,56,67,WH-B,1
2024-05-19,P0002,68,40,WH-A,0
2025-01-10,P0015,61,30,WH-A,0
2024-01-08,P0029,61,77,WH-C,1
2024-11-21,P0099,63,71,WH-C,1
2024-04-16,P0062,67,78,WH-A,1
2024-06-09,P0013,59,53,WH-A,0
2024-06-25,P0083,73,49,WH-C,0
2024-05-07,P0065,62,73,WH-B,1
2024-02-09,P0045,87,23,WH-C,0
2024-02-18,P0047,74,33,WH-C,0
2024-05-05,P0016,58,30,WH-A,0
2024-12-11,P0107,65,23,WH-C,0
2024-02-26,P0003,67,45,WH-C,0
2024-11-07,P0104,60,22,WH-A,0
2024-05-01,P0070,65,75,WH-B,1
2025-01-06,P0095,60,73,WH-B,1
2024-06-28,P0005,73,76,WH-B,1
2024-03-13,P0026,57,56,WH-A,0
2025-02-18,P0092,57,57,WH-C,0
2024-03-15,P0015,58,60,WH-B,1
2024-08-26,P0073,69,23,WH-C,0
2024-08-27,P0055,48,45,WH-A,0
2024-06-05,P0022,66,58,WH-B,0
2025-02-03,P0037,69,64,WH-B,0
2024-12-20,P0085,71,61,WH-C,0
2024-12-14,P0106,71,63,WH-B,0
2025-02-13,P0029,62,61,WH-A,0
2024-07-10,P0026,63,30,WH-C,0
2024-02-10,P0070,75,30,WH-C,0
2024-11-17,P0011,67,73,WH-B,1
2024-06-08,P0100,80,57,WH-B,0
2024-03-20,P0020,80,57,WH-B,0
2024-07-21,P0108,74,39,WH-B,0
2025-01-23,P0084,66,45,WH-C,0
2024-03-12,P0091,65,57,WH-C,0
2024-12-22,P0070,67,31,WH-B,0
2024-06-24,P0033,64,74,WH-C,1
2024-02-27,P0030,62,48,WH-A,0
2024-12-22,P0050,63,33,WH-C,0
2025-02-11,P0034,68,69,WH-A,1
2024-05-02,P0005,51,78,WH-A,1
2024-05-07,P0080,66,44,WH-A,0
2024-06-13,P0012,54,74,WH-B,1
2024-12-07,P0076,73,70,WH-C,0
2024-01-05,P0075,52,61,WH-A,1
2024-04-04,P0052,60,61,WH-B,1
2024-10-23,P0051,61,58,WH-C,0
2024-06-19,P0021,55,45,WH-C,0
2024-05-18,P0071,66,29,WH-B,0
2025-01-01,P0058,48,33,WH-C,0
2025-01-20,P0098,61,24,WH-B,0
2025-02-02,P0064,67,76,WH-B,1
2024-04-24,P0093,54,41,WH-B,0
2025-01-18,P0006,78,30,WH-C,0
2024-11-05,P0100,74,48,WH-B,0
2024-03-05,P0098,67,26,WH-B,0
2024-09-13,P0049,64,71,WH-C,1
2024-01-12,P0072,59,37,WH-A,0
2024-10-24,P0037,58,50,WH-B,0
2024-11-04,P0010,59,62,WH-B,1
2024-11-27,P0080,68,39,WH-A,0
2024-03-13,P0066,72,76,WH-C,1
2024-09-20,P0056,74,54,WH-C,0
2024-03-16,P0083,70,26,WH-C,0
2025-02-01,P0071,51,49,WH-B,0
2024-10-10,P0066,72,23,WH-A,0
2024-02-10,P0045,78,70,WH-C,0
2024-03-19,P0087,60,49,WH-A,0
2024-10-05,P0095,64,49,WH-C,0
2024-07-19,P0068,58,49,WH-B,0
2024-11-05,P0064,58,72,WH-C,1
2024-04-27,P0016,51,37,WH-A,0
2024-10-03,P0010,64,62,WH-A,0
2024-03-15,P0113,59,65,WH-A,1
2024-08-16,P0021,58,29,WH-B,0
2025-02-06,P0092,53,33,WH-C,0
2024-09-20,P0110,63,55,WH-B,0
2024-01-21,P0012,64,42,WH-B,0
2025-02-19,P0013,65,31,WH-A,0
2024-03-06,P0116,53,31,WH-A,0
2024-10-28,P0104,55,53,WH-B,0
2024-08-11,P0081,58,45,WH-B,0
2024-05-03,P0082,50,25,WH-C,0
2024-03-15,P0117,58,56,WH-A,0
2024-03-15,P0010,74,70,WH-A,0
2024-12-26,P0092,65,72,WH-A,1
2025-01-01,P0013,52,34,WH-C,0
2024-07-14,P0034,65,61,WH-C,0
2024-02-13,P0059,69,58,WH-A,0
2025-01-06,P0049,65,38,WH-A,0
2024-07-23,P0006,65,59,WH-B,0
2024-07-03,P0012,63,66,WH-B,1
2024-06-20,P0029,59,42,WH-C,0
2024-06-02,P0077,64,55,WH-A,0
2024-08-08,P0026,77,32,WH-B,0
2024-09-10,P0068,76,50,WH-B,0
2024-07-14,P0079,57,56,WH-A,0
2025-01-11,P0016,57,45,WH-A,0
2024-05-13,P0053,74,62,WH-B,0
2024-08-30,P0019,68,67,WH-A,0
2024-05-05,P0047,58,71,WH-A,1
2024-11-12,P0090,75,37,WH-C,0
2024-02-12,P0032,52,79,WH-B,1
2024-03-20,P0070,60,66,WH-B,1
2024-12-02,P0116,57,76,WH-C,1
2024-03-17,P0070,46,52,WH-C,1
2024-09-19,P0061,83,59,WH-B,0
2025-02-11,P0005,55,51,WH-B,0
2024-08-07,P0059,65,23,WH-A,0
2024-03-19,P0002,74,60,WH-A,0
2024-05-14,P0116,62,38,WH-B,0
2024-12-11,P0002,54,26,WH-A,0
2024-05-27,P0101,56,66,WH-A,1
2024-10-30,P0003,65,54,WH-A,0
2024-11-22,P0070,69,45,WH-C,0
2024-07-29,P0095,61,63,WH-B,1
2024-11-24,P0043,72,42,WH-B,0
2024-05-13,P0005,62,53,WH-B,0
2024-08-04,P0050,65,70,WH-A,1
2024-10-15,P0110,60,75,WH-A,1
2024-03-11,P0010,68,26,WH-C,0
2024-04-24,P0027,61,30,WH-C,0
2024-09-30,P0024,70,70,WH-B,0
2024-10-02,P0022,64,27,WH-C,0
2024-07-26,P0089,61,32,WH-C,0
2024-11-30,P0003,63,51,WH-A,0
2024-07-21,P0016,77,60,WH-B,0
2025-01-05,P0030,73,53,WH-B,0
2024-11-05,P0112,59,37,WH-C,0
2024-05-12,P0043,57,34,WH-A,0
2024-06-15,P0004,74,74,WH-C,0
2024-10-07,P0107,56,62,WH-C,1
2025-01-10,P0040,68,43,WH-B,0
2024-03-16,P0016,65,66,WH-A,1
2024-08-04,P0119,61,40,WH-C,0
2024-02-19,P0104,68,37,WH-C,0
2024-04-27,P0105,68,33,WH-A,0
2024-10-15,P0110,76,77,WH-C,1
2024-02-02,P0072,55,72,WH-B,1
2024-10-05,P0088,62,38,WH-C,0
2025-01-13,P0016,61,32,WH-B,0
2025-02-11,P0118,60,76,WH-B,1
2024-03-31,P0091,64,35,WH-B,0
2024-11-10,P0066,50,21,WH-B,0
2025-01-24,P0055,70,76,WH-B,1
2024-02-08,P0020,70,53,WH-B,0
2024-06-22,P0051,50,68,WH-C,1
2025-01-21,P0084,59,45,WH-A,0
2024-03-26,P0084,80,73,WH-C,0
2025-01-27,P0083,72,78,WH-A,1
2024-08-09,P0057,67,41,WH-C,0
2024-02-11,P0051,66,39,WH-A,0
2024-07-07,P0018,65,48,WH-C,0
2024-05-17,P0077,69,37,WH-B,0
2024-04-28,P0081,61,48,WH-A,0
2024-08-15,P0059,65,61,WH-C,0
2024-07-22,P0097,53,63,WH-B,1
2024-07-21,P0117,69,46,WH-C,0
2024-02-07,P0028,64,54,WH-A,0
2024-12-02,P0069,76,48,WH-C,0
2024-07-21,P0028,62,25,WH-C,0
2024-12-10,P0089,62,71,WH-B,1
2024-12-12,P0084,71,56,WH-B,0
2024-05-13,P0085,57,78,WH-B,1
2024-01-02,P0013,66,44,WH-A,0
2025-01-17,P0006,70,40,WH-B,0
2024-11-15,P0029,66,77,WH-A,1
2024-02-15,P0106,56,50,WH-B,0
2024-10-21,P0119,57,78,WH-B,1
2024-01-09,P0009,57,59,WH-B,1
2024-01-12,P0029,68,69,WH-B,1
2024-08-08,P0038,76,35,WH-A,0
2024-02-10,P0065,61,79,WH-A,1
2025-02-09,P0056,67,33,WH-A,0
2025-01-10,P0030,64,25,WH-B,0
2024-09-29,P0114,75,30,WH-B,0
2024-01-27,P0096,58,46,WH-B,0
2024-05-16,P0059,62,57,WH-A,0
2024-06-05,P0087,62,24,WH-C,0
2024-07-20,P0103,69,34,WH-C,0
2024-03-11,P0058,71,57,WH-C,0
2024-08-30,P0010,53,72,WH-A,1
2024-07-02,P0108,55,35,WH-C,0
2025-02-01,P0021,76,37,WH-A,0
2025-01-28,P0056,54,72,WH-A,1
2024-08-25,P0026,68,52,WH-B,0
2024-09-27,P0015,86,54,WH-B,0
2024-02-27,P0081,64,74,WH-A,1
2024-04-03,P0035,66,71,WH-C,1
2025-01-13,P0089,76,43,WH-A,0
2024-10-20,P0015,67,54,WH-A,0
2024-03-20,P0097,60,26,WH-C,0
2024-08-27,P0075,95,33,WH-B,0
2025-01-27,P0088,61,69,WH-A,1
2024-05-24,P0006,69,49,WH-B,0
2024-03-19,P0028,73,43,WH-B,0
2025-01-30,P0063,64,34,WH-B,0
2024-07-12,P0029,65,32,WH-A,0
2024-06-24,P0048,59,38,WH-C,0
2024-04-22,P0063,71,48,WH-C,0
2025-01-09,P0058,56,41,WH-B,0
2024-12-21,P0021,58,21,WH-B,0
2024-06-18,P0076,66,58,WH-C,0
2024-01-13,P0022,61,32,WH-B,0
2024-07-06,P0027,62,55,WH-C,0
2024-03-16,P0085,68,57,WH-C,0
2024-02-29,P0079,70,37,WH-A,0
2024-06-14,P0057,60,70,WH-B,1
2024-02-11,P0082,66,34,WH-B,0
2025-02-06,P0010,59,54,WH-A,0
2024-01-20,P0022,76,71,WH-C,0
2024-06-17,P0044,68,36,WH-B,0
2024-03-09,P0084,49,67,WH-A,1
2024-10-16,P0083,63,32,WH-C,0
2024-02-03,P0028,53,41,WH-A,0
2024-08-17,P0101,71,78,WH-A,1
2024-11-20,P0050,64,73,WH-A,1
2025-02-03,P0051,59,71,WH-A,1
2024-10-20,P0119,76,59,WH-C,0
2024-02-11,P0108,73,40,WH-A,0
2024-02-07,P0001,66,45,WH-C,0
2024-11-03,P0034,72,65,WH-A,0
2024-03-31,P0035,66,23,WH-A,0
2024-07-06,P0090,71,26,WH-B,0
2025-02-14,P0061,49,29,WH-B,0
2024-12-10,P0030,79,34,WH-B,0
2024-12-21,P0076,68,45,WH-B,0
2024-12-27,P0078,58,35,WH-A,0
2024-09-17,P0103,49,59,WH-A,1
2024-11-08,P0068,61,53,WH-C,0
2024-05-30,P0076,77,36,WH-A,0
2025-02-23,P0088,64,57,WH-C,0
2024-04-27,P0040,61,35,WH-A,0
2024-09-04,P0095,52,53,WH-A,1
2024-04-28,P0065,80,78,WH-C,0
2024-02-17,P0037,66,75,WH-B,1
2024-08-26,P0064,68,48,WH-A,0
2024-05-28,P0001,63,72,WH-B,1
2024-09-01,P0015,60,37,WH-C,0
2024-08-22,P0013,64,30,WH-A,0
2024-08-15,P0029,73,31,WH-C,0
2024-02-21,P0055,73,56,WH-A,0
2024-07-03,P0045,61,21,WH-C,0
2024-12-07,P0004,68,73,WH-C,1
2024-05-12,P0064,64,75,WH-B,1
2024-07-05,P0015,62,37,WH-B,0
2024-07-26,P0108,53,73,WH-B,1
2024-12-28,P0104,51,57,WH-A,1
2024-10-02,P0048,80,52,WH-C,0
2024-02-12,P0076,68,28,WH-B,0
2024-12-29,P0056,73,34,WH-A,0
2024-12-15,P0089,68,47,WH-B,0
2024-11-12,P0091,62,27,WH-A,0
2024-07-14,P0070,69,79,WH-C,1
2024-11-14,P0087,84,65,WH-C,0
2024-07-20,P0015,85,55,WH-C,0
2024-11-05,P0039,82,58,WH-A,0
2025-01-04,P0069,73,71,WH-C,0
2025-01-09,P0087,65,27,WH-A,0
2024-07-09,P0079,62,61,WH-A,0
2024-12-26,P0089,78,69,WH-A,0
2024-02-12,P0060,55,69,WH-C,1
2024-02-12,P0094,79,38,WH-C,0
2024-08-18,P0044,62,23,WH-C,0
2024-09-30,P0043,74,46,WH-A,0
2024-03-05,P0004,64,32,WH-C,0
2024-07-17,P0077,68,57,WH-A,0
2024-02-09,P0050,57,40,WH-C,0
2024-09-09,P0104,58,45,WH-A,0
2024-12-25,P0039,58,64,WH-B,1
2024-11-05,P0054,62,77,WH-C,1
2024-06-07,P0023,66,42,WH-C,0
2025-02-21,P0060,64,73,WH-A,1
2024-10-05,P0080,75,49,WH-A,0
2024-12-08,P0035,63,50,WH-A,0
2024-10-08,P0054,60,50,WH-B,0
2025-02-19,P0058,78,35,WH-C,0
2024-12-10,P0062,60,71,WH-A,1
2024-08-06,P0080,77,78,WH-B,1
2024-06-03,P0048,65,61,WH-B,0
2024-10-13,P0007,58,60,WH-A,1
2024-09-04,P0119,62,26,WH-C,0
2024-09-21,P0045,63,36,WH-A,0
2024-05-24,P0013,60,43,WH-A,0
2024-06-29,P0053,60,39,WH-A,0
2024-08-22,P0115,66,58,WH-B,0
2024-12-18,P0114,72,46,WH-B,0
2024-11-16,P0093,65,21,WH-C,0
2024-02-19,P0039,66,79,WH-B,1
2024-04-13,P0084,58,70,WH-A,1
2024-01-12,P0114,60,20,WH-B,0
2024-01-04,P0093,65,53,WH-C,0
2024-04-04,P0120,63,46,WH-A,0
2024-12-01,P0018,58,56,WH-A,0
2025-01-14,P0022,67,69,WH-B,1
2024-06-13,P0036,69,25,WH-B,0
2024-08-24,P0105,73,57,WH-C,0
2024-10-23,P0053,71,73,WH-A,1
2025-02-04,P0112,58,79,WH-C,1
2025-01-18,P0100,59,46,WH-B,0
2024-01-25,P0072,80,67,WH-A,0
2024-04-14,P0003,71,35,WH-B,0
2024-01-21,P0062,54,54,WH-A,0
2024-09-15,P0029,62,46,WH-C,0
2024-10-25,P0073,71,54,WH-A,0
2024-05-09,P0008,81,77,WH-B,0
2024-12-24,P0094,73,74,WH-A,1
2024-07-09,P0076,60,55,WH-C,0
2025-02-23,P0046,68,57,WH-B,0
2024-01-01,P0092,57,47,WH-C,0
2024-02-15,P0056,53,75,WH-A,1
2024-05-06,P0106,55,22,WH-A,0
2024-01-11,P0117,63,76,WH-A,1
2024-11-24,P0049,70,60,WH-A,0
2024-01-23,P0043,74,50,WH-B,0
2024-11-10,P0010,68,22,WH-A,0
2024-01-23,P0013,65,57,WH-B,0
2024-04-16,P0057,57,72,WH-B,1
2024-12-19,P0002,54,71,WH-B,1
2025-02-03,P0065,67,43,WH-A,0
2024-06-23,P0086,64,45,WH-A,0
2025-02-11,P0097,71,60,WH-C,0
2024-09-20,P0080,66,66,WH-A,0
2024-06-23,P0042,64,47,WH-A,0
2024-12-03,P0058,76,28,WH-A,0
2024-05-04,P0093,60,56,WH-B,0
2024-04-21,P0010,66,72,WH-C,1
2024-10-02,P0063,63,46,WH-A,0
2024-06-13,P0103,68,67,WH-C,0
2024-02-27,P0071,84,22,WH-B,0
2024-01-29,P0061,69,60,WH-C,0
2024-11-26,P0001,62,68,WH-C,1
2024-10-10,P0026,73,47,WH-C,0
2024-06-21,P0109,51,51,WH-C,0
2025-01-11,P0005,46,54,WH-C,1
2024-06-21,P0035,68,26,WH-B,0
2024-10-25,P0013,70,26,WH-A,0
2025-01-16,P0027,66,40,WH-C,0
2024-12-19,P0012,62,51,WH-B,0
2024-08-02,P0094,77,57,WH-B,0
2024-10-12,P0050,67,39,WH-A,0
2024-06-22,P0096,64,27,WH-B,0
2024-09-28,P0059,55,23,WH-A,0
2024-04-18,P0031,75,45,WH-C,0
2024-07-01,P0069,67,34,WH-B,0
2024-03-29,P0037,66,25,WH-B,0
2024-01-17,P0002,61,67,WH-B,1
2024-09-04,P0102,45,51,WH-C,1
2024-12-29,P0071,68,24,WH-A,0
2024-01-11,P0065,74,63,WH-A,0
2024-03-23,P0003,72,65,WH-B,0
2024-07-12,P0020,80,77,WH-B,0
2024-10-06,P0002,58,25,WH-C,0
2024-03-12,P0042,58,22,WH-C,0
2024-01-24,P0043,66,48,WH-A,0
2024-08-06,P0021,65,38,WH-B,0
2024-12-09,P0045,76,29,WH-B,0
2024-01-15,P0096,72,26,WH-B,0
2024-05-26,P0112,69,64,WH-B,0
2024-10-05,P0020,71,20,WH-C,0
2024-02-24,P0043,60,20,WH-C,0
2024-04-09,P0050,63,36,WH-A,0
2024-08-12,P0095,78,41,WH-B,0
2025-02-04,P0043,65,55,WH-C,0
2024-04-30,P0097,56,33,WH-B,0
2024-07-23,P0024,56,25,WH-A,0
2024-06-16,P0082,69,49,WH-B,0
2025-01-11,P0084,64,65,WH-C,1
2024-01-31,P0060,64,66,WH-C,1
2024-08-25,P0032,67,52,WH-A,0
2024-12-21,P0005,65,39,WH-A,0
2025-02-19,P0002,63,35,WH-B,0
2024-10-20,P0026,72,23,WH-B,0
2024-06-08,P0025,50,53,WH-C,1
2024-06-21,P0050,74,20,WH-C,0
2024-05-27,P0086,66,32,WH-C,0
2024-09-10,P0039,71,67,WH-A,0
2024-11-06,P0086,59,27,WH-A,0
2024-12-10,P0075,66,41,WH-A,0
2024-06-23,P0011,56,23,WH-B,0
2024-10-28,P0063,57,53,WH-A,0
2025-01-19,P0109,54,79,WH-B,1
2025-01-21,P0068,61,64,WH-B,1
2024-10-22,P0097,65,56,WH-B,0
2024-09-24,P0018,64,76,WH-A,1
2024-08-11,P0095,61,42,WH-C,0
2024-03-17,P0108,54,39,WH-A,0
2024-02-21,P0028,56,72,WH-A,1
2024-07-22,P0042,68,43,WH-A,0
2024-03-07,P0060,63,46,WH-B,0
2024-08-30,P0022,72,32,WH-C,0
2024-09-28,P0040,65,24,WH-A,0
2024-08-08,P0062,69,35,WH-A,0
2024-01-16,P0003,67,79,WH-B,1
2024-01-25,P0071,70,57,WH-A,0
2024-02-17,P0063,50,67,WH-A,1
2024-03-05,P0020,71,48,WH-B,0
2025-02-19,P0107,47,45,WH-A,0
2024-05-24,P0071,74,41,WH-C,0
2024-05-02,P0071,70,43,WH-B,0
2024-01-22,P0093,49,32,WH-C,0
2024-09-23,P0026,60,62,WH-A,1
2024-09-30,P0041,63,40,WH-B,0
2024-03-14,P0003,63,20,WH-B,0
2025-01-21,P0043,53,23,WH-A,0
2024-12-02,P0017,64,22,WH-C,0
2024-04-06,P0104,65,69,WH-A,1
2024-07-23,P0084,77,42,WH-B,0
2024-07-11,P0098,66,35,WH-B,0
2024-05-26,P0053,79,64,WH-B,0
2024-12-09,P0052,69,32,WH-A,0
2024-02-15,P0033,66,58,WH-A,0
2024-06-23,P0080,64,50,WH-A,0
2024-06-28,P0060,65,43,WH-C,0
